,date,title,cat1,cat2,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
944,"April 9, 2018",Inside the Local News Subscriptions Accelerator: Recap from the NYC Kickoff,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscription-accelerator-recap-from-the-nyc-kickoff,[],0,0,0,0,0
945,"April 2, 2018",High Quality Content Drives Measurable Business Results,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/dolphins-video,[],0,0,0,0,0
946,"March 28, 2018","Bringing Local News Section, Today In, to More US Cities",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/bringing-local-news-section-today-in-to-more-us-cities,[],0,0,0,0,0
947,"March 27, 2018",Tim McGraw Debuts #1 Music Video on Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/mcgraw,[],0,0,0,0,0
948,"March 27, 2018",Using Insights to Make Better Videos | Facebook for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/your-guide-to-insights,[],0,0,0,0,0
949,"March 18, 2018",Facebook's Today In Expands to More U.S. Cities,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-today-in-expands-us-cities,[],0,0,0,0,0
950,"March 16, 2018",PBS NewsHour and The New York Times Team Up for Now Read This: A Monthly Book Club in Facebook Groups,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/pbs-newshour-and-the-new-york-times-team-up-for-now-read-this-a-monthly-book-club-in-facebook-groups,[],0,0,0,0,0
951,"March 16, 2018",Now Read This: How the Book Club Started in a Facebook Group,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/now-read-this-book-club-pbs-new-york-times,[],0,0,0,0,0
952,"March 8, 2018",Spotlight on Local News: The Boston Globe Uses Groups to Build Meaningful Dialogue About Race in Boston,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/spotlight-on-local-news-the-boston-globes-strategy-for-using-groups-to-build-meaningful-dialogue-about-race-in-boston,[],0,0,0,0,0
953,"March 3, 2018",Enabling Publishers to Label Breaking News on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/enabling-publishers-to-label-breaking-news-on-facebook,[],0,0,0,0,0
954,"March 2, 2018",Facebook Improves News Literacy Through Collaboration,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/facebook-news-literacy-collaboration,[],0,0,0,0,0
955,"February 27, 2018",Felipinho Massa and Daniel Ricciardo Race on Facebook Live,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/felipe-massa,[],0,0,0,0,0
956,"February 27, 2018",Facebook Helps Local News Publishers Build Digital Subscriptions,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/facebook-local-news-digital-subscriptions,[],0,0,0,0,0
957,"February 27, 2018",Helping Local News Publishers Develop Digital Subscriptions,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/helping-local-news-publishers-develop-digital-subscriptions,[],0,0,0,0,0
958,"February 22, 2018",The Facebook Journalism Project partners with the Society of Professional Journalists to launch journalists training program,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/the-facebook-journalism-project-partners-with-the-society-of-professional-journalists-to-launch-journalists-training-program,[],0,0,0,0,0
959,"February 22, 2018",SPJ Training Program - Tools & Training for Journalists,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/spj-training-program-tools-training-journalists,[],0,0,0,0,0
960,"February 21, 2018",Supporting the Rory Peck Trust,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/supporting-the-rory-peck-trust,[],0,0,0,0,0
961,"February 21, 2018",Facebook Journalism Project Supports the Rory Peck Trust,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/supporting-rory-peck-trust,[],0,0,0,0,0
962,"June 30, 2021",The Big Baller Brand Playbook: How LaVar Ball and His Family Built a Facebook Community and Drove Merchandise Sales,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/bigballerbrand,[],0,0,0,0,0
963,"February 8, 2018",Facebook's Rights Manager Now Protects Your Video on Instagram,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebooks-rights-manager-now-protects-your-video-on-instagram,[],0,0,0,0,0
964,"February 7, 2018",Alpine Canada Leverages Facebook's Storytelling Tools To Generate Revenue,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/alpinecanada,[],0,0,0,0,0
965,"January 30, 2018","Spotlight on Local News: One Day of Facebook Live Broadcasts From Córdoba, Argentina",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/spotlight-on-local-news-one-day-of-facebook-lives-from-cordoba-argentina,[],0,0,0,0,0
966,"January 26, 2018",Introducing The Facebook Journalism Project Scholarship,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-the-facebook-journalism-project-scholarship,[],0,0,0,0,0
967,"January 16, 2018",Scrum for News Organizations,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/facebook-accelerator-scrum-for-news,[],0,0,0,0,0
968,"January 16, 2018",Inside the Membership Accelerator: Scrum for News Organizations,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-membership-accelerator-scrum-for-news-organizations,[],0,0,0,0,0
969,"January 11, 2018",News Feed FYI: Bringing People Closer Together,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/news-feed-fyi-bringing-people-closer-together,[],0,0,0,0,0
970,"January 11, 2018",Building Community Together With Music,BEST PRACTICES,,https://www.facebook.com/formedia/blog/building-community-together-with-music,[],0,0,0,0,0
971,"January 11, 2018",FIGHTNIGHT LIVE Brings a Social Viewing Experience to Boxing and MMA Through Facebook Live,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/fightnight,[],0,0,0,0,0
972,"January 2, 2018",Millions shared New Year’s Eve moments with friends and family on Facebook Live,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/millions-shared-new-years-eve-moments-with-friends-and-family-on-facebook-live,[],0,0,0,0,0
973,"June 30, 2021",Comedian Beyounick Grows Audience on Facebook with Consistent Video Strategy,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/Beyounick,[],0,0,0,0,0
974,"December 14, 2017",Updates to Video Distribution and Monetization,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/updates-to-video-distribution-and-monetization,[],0,0,0,0,0
975,"December 8, 2017",Upgrade Your Video Strategy | Facebook for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/upgrade-your-video-strategy,[],0,0,0,0,0
976,"December 8, 2017",Introducing Sound Collection | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/introducing-sound-collection,[],0,0,0,0,0
977,"December 8, 2017",Creativity with 360 Video | Facebook for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/creativity-with-360,[],0,0,0,0,0
978,"December 7, 2017","Viral ≠ Ephemeral: BuzzFeed on Driving Massive Shareability with Serious, Long-Form Video",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/viral-ephemeral-buzzfeed-on-driving-massive-shareability-with-serious-long-form-video,[],0,0,0,0,0
979,"December 7, 2017",Get the Most from Page Insights,BEST PRACTICES,,https://www.facebook.com/formedia/blog/getting-the-most-from-page-insights,[],0,0,0,0,0
980,"December 4, 2017",Why Quartz Launched its New Edition With a Facebook Group: A Q+A With Editor Khe Hy,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/why-quartz-launched-its-new-edition-with-a-facebook-group-a-qa-with-editor-khe-hy,[],0,0,0,0,0
981,"November 30, 2017",How 4 Local Reporters Use Facebook Live,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/4-local-reporters-use-facebook-live,[],0,0,0,0,0
982,"November 30, 2017",Spotlight on Local News: How Four Local Reporters Are Using Facebook Live,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/spotlight-on-local-news-how-four-local-reporters-are-using-facebook-live,[],0,0,0,0,0
983,"November 16, 2017",Meta for Creators is Here | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/facebook-for-creators-is-here,[],0,0,0,0,0
984,"November 16, 2017",Launching New Trust Indicators From the Trust Project for News on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/launching-new-trust-indicators-from-the-trust-project-for-news-on-facebook,[],0,0,0,0,0
985,"November 16, 2017",Q&A with a Superstar Gamer | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/5-creator-shows-to-watch,[],0,0,0,0,0
986,"November 16, 2017",Q&A with a Superstar Gamer | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/qanda-with-a-superstar-gamer,[],0,0,0,0,0
987,"November 16, 2017","Instant Articles Introduces “Monetization Tab”, With Simpler, One-Click Control for Turning on Recirculation Ads",BEST PRACTICES,,https://www.facebook.com/formedia/blog/instant-articles-introduces-monetization-tab-with-simpler-one-click-control-for-turning-on-recirculation-ads,[],0,0,0,0,0
988,"December 3, 2021",ADayInTheLife with Brazilian singer Claudia Leitte,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/adayinthelife-with-brazilian-singer-claudia-leitte,[],0,0,0,0,0
989,"October 24, 2017",Tips for Musicians and Bands,BEST PRACTICES,,https://www.facebook.com/formedia/blog/tips-for-musicians-and-bands-us,[],0,0,0,0,0
990,"October 19, 2017",Testing Subscriptions Support in Instant Articles,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/testing-subscriptions-support-in-instant-articles,[],0,0,0,0,0
991,"September 19, 2017",What Vox Learned from Building Groups and Creating Communities on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/what-vox-learned-from-building-groups-and-creating-communities-on-facebook,[],0,0,0,0,0
992,"September 13, 2017",Standards and Guidelines for Earning Money from Your Content on Facebook,BEST PRACTICES,,https://www.facebook.com/formedia/blog/standards-and-guidelines-for-earning-money-from-your-content-on-facebook,[],0,0,0,0,0
993,"September 13, 2017",Introducing Updates to the Live API,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-updates-to-the-live-api,[],0,0,0,0,0
994,"September 11, 2017",Wimbledon Serves Up Series of Branded Content Treats for Fans,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/wimbledon_BC,[],0,0,0,0,0
995,"August 21, 2017",TED Uses Facebook and Instagram to Bring Conference To Global Audience,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/TED,[],0,0,0,0,0
996,"August 18, 2017",Everton Engages Global Audience by Broadcasting Match on Facebook Live,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/everton,[],0,0,0,0,0
997,"August 9, 2017",Introducing Watch and Shows on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-watch-and-shows-on-facebook,[],0,0,0,0,0
998,"August 9, 2017",Tribune Broadcasting Finds their Sweet Spot with Instant Articles,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/tribune-broadcasting-finds-their-sweet-spot-with-instant-articles,[],0,0,0,0,0
999,"August 3, 2017",Ideas from the Facebook Journalism Project Hackathons,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/ideas-from-the-facebook-journalism-project-hackathons,[],0,0,0,0,0
1000,"August 2, 2017",Best Practices to Improve Mobile Site Performance,BEST PRACTICES,,https://www.facebook.com/formedia/blog/best-practices-to-improve-mobile-site-performance,[],0,0,0,0,0
1001,"July 25, 2017",Introducing the Live 360 Ready Program and new features for Live 360,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-the-live-360-ready-program-and-new-features-for-live-360,[],0,0,0,0,0
1002,"July 20, 2017",Facebook Journalism Project: Six Month Update,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebook-journalism-project-six-month-update,[],0,0,0,0,0
1003,"July 19, 2017",New Instant Articles Analytics Tool,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/new-instant-articles-analytics-tool,[],0,0,0,0,0
1004,"July 18, 2017",Next Steps to Addressing Link Preview Modification,BEST PRACTICES,,https://www.facebook.com/formedia/blog/next-steps-to-addressing-link-preview-modification,[],0,0,0,0,0
1005,"July 17, 2017",Spotlight on Local News: Using Live 360 To Report on Local Election Results,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/spotlight-on-local-news-using-live-360-to-report-on-local-election-results,[],0,0,0,0,0
1006,"July 12, 2017",AS Roma Celebrates Milestone With Fans Through Facebook Live,ANNOUNCEMENTS,MEDIA,https://www.facebook.com/facebookmedia/success-stories/asroma,[],0,0,0,0,0
1007,"June 23, 2017",Introducing Facebook Safety for Journalists Resources,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-facebook-safety-for-journalists-resources,[],0,0,0,0,0
1008,"June 23, 2017",World Snooker Expands Audience Using Facebook Live,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/worldsnooker,[],0,0,0,0,0
1009,"June 22, 2017",Introducing the Justice League effects to the Facebook camera,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-the-justice-league-effects-to-the-facebook-camera,[],0,0,0,0,0
1010,"June 15, 2017",Asia Pacific News Literacy Group identifies first round of projects to fund under Facebook Journalism Project,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/asia-pacific-news-literacy-group-identifies-first-round-of-projects-to-fund-under-facebook-journalism-project,[],0,0,0,0,0
1011,"June 12, 2017",How The Times-Picayune Became a Digital-First Newsroom and Uses Facebook to Break News,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-the-times-picayune-became-a-digital-first-newsroom-and-uses-facebook-to-break-news,[],0,0,0,0,0
1012,"June 8, 2017",Expanding Monetization Opportunities on Instant Articles,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/expanding-monetization-opportunities-on-instant-articles,[],0,0,0,0,0
1013,"June 6, 2017",Enabling Closed Captions on Facebook Live Broadcasts,BEST PRACTICES,,https://www.facebook.com/formedia/blog/enabling-closed-captions-on-facebook-live-broadcasts,[],0,0,0,0,0
1014,"June 5, 2017",Asia Pacific News Literacy Group Identifies First Round of Projects to Fund under Facebook Journalism Project,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-journalism-project-scholarship,[],0,0,0,0,0
1015,"June 5, 2017",Asia Pacific News Literacy Group Identifies First Round of Projects to Fund under Facebook Journalism Project,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/apac-news-literacy-group-funding,[],0,0,0,0,0
1016,"June 5, 2017",Brut Shares How They Went From 0 to 80 Million Monthly Video Views In Just Six Months,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/brut-shares-how-they-went-from-0-to-80-million-monthly-video-views-in-just-six-months,[],0,0,0,0,0
1017,"May 31, 2017",PBS Journalist Uses Live to Raise Funds in Honor of Gwen Ifill,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/gwen_ifill,[],0,0,0,0,0
1018,"May 25, 2017","Instant Articles SDK Extension now Supports Google AMP, soon Apple News",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/instant-articles-sdk-extension-now-supports-google-amp-soon-apple-news,[],0,0,0,0,0
1019,"May 22, 2017",Indian Publishers Engage New Audiences Through Instant Articles,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/indian-publishers-engage-new-audiences-through-instant-articles,[],0,0,0,0,0
1020,"May 19, 2017",Facebook Improves News Feed Integrity,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-news-integrity-initiative-announcement,[],0,0,0,0,0
1021,"May 16, 2017",Tennis TV's Video Strategy Increases Fan Engagement,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/tennisTV,[],0,0,0,0,0
1022,"April 27, 2017",Facebook Develops Training and Support for Local Newsrooms,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-training-support-local-newsrooms,[],0,0,0,0,0
1023,"April 27, 2017",Delivering Training and Support to Local Newsrooms,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/delivering-training-and-support-to-local-newsrooms,[],0,0,0,0,0
1024,"April 27, 2017",Improvements to Rights Manager,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/improvements-to-rights-manager,[],0,0,0,0,0
